Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant15,Corpus8,B2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel my alarm for 7:15
Participant15,Corpus8,B2,20,"""Hey Google, add apples to my shopping list.""",hey Google add to my shopping list
Participant16,Corpus1,D1,1,"""Hey Google, read a bedtime story.""",Elizabethton star
Participant16,Corpus1,D1,2,"""Hey Google, did the Liverpool win yesterday?""",-
Participant16,Corpus1,D1,3,"""Hey Google, redi-al.""",-
Participant16,Corpus1,D1,4,"""Hey Google, call the nearest coffee shop.""",go to the nearest
Participant16,Corpus1,D1,5,"""Hey Google, stop the music.""",Stop the Music
Participant16,Corpus1,D1,6,"""Hey Google, broadcast 'wake everybody up'.""",Google everybody
Participant16,Corpus1,D1,7,"""Hey Google, dim the living room lights.""",dim the living room lights
Participant16,Corpus1,D1,8,"""Hey Google, broadcast 'dinner is ready'.""",-
Participant16,Corpus1,D1,9,"""Hey Google, turn on the Bedroom Light.""",Mini light
Participant16,Corpus1,D1,10,"""Hey Google, broadcast 'time to leave for school'.""",look up
Participant16,Corpus1,D1,11,"""Hey Google, stop.""",-
Participant16,Corpus1,D1,12,"""Hey Google, play music on all the downstairs speakers.""",play music
Participant16,Corpus1,D1,13,"""Hey Google, play some hip hop.""",Clear
Participant16,Corpus1,D1,14,"""Hey Google, snooze the alarm.""",who do
Participant16,Corpus1,D1,15,"""Hey Google, what does an elephant sound like?""",-
Participant16,Corpus1,D1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",-
Participant16,Corpus1,D1,17,"""Hey Google, play Batman on TV.""",-
Participant16,Corpus1,D1,18,"""Hey Google, what is the French word for grapefruit?""",-
Participant16,Corpus1,D1,19,"""Hey Google, help.""",-
Participant16,Corpus1,D1,20,"""Hey Google, what are my reminders for this week?""",-
Participant16,Corpus2,A1,1,"""Hey Google, what does an elephant sound like?""",What does an elephant sound like
Participant16,Corpus2,A1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",remind me at 8 a.m. tomorrow to take my lunch into work
Participant16,Corpus2,A1,3,"""Hey Google, play some music from Spotify.""",play some music on Spotify
Participant16,Corpus2,A1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant16,Corpus2,A1,5,"""Hey Google, flip a coin.""",hey Google
Participant16,Corpus2,A1,6,"""Hey Google, read Women and Power.""",-
Participant16,Corpus2,A1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom
Participant16,Corpus2,A1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant16,Corpus2,A1,9,"""Hey Google, Open Spotify.""",open Spotify
Participant16,Corpus2,A1,10,"""Hey Google, raise the temperature three degrees.""",how do I raise the temperature 3 degrees
Participant16,Corpus2,A1,11,"""Hey Google, hang up.""",hey Google hang up
Participant16,Corpus2,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",have a good time for you for school
Participant16,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",brighten the office lamp
Participant16,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines
Participant16,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom lights
Participant16,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put my keys
Participant16,Corpus2,A1,17,"""Hey Google, redial.""",Redial
Participant16,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google
Participant16,Corpus2,A1,19,"""Hey Google, call my phone.""",-
Participant16,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",14 for Friday
Participant16,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Set the timer start to 20 degrees
Participant16,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner is ready
Participant16,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. 7:15 a.m. tomorrow morning
Participant16,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",delete my reminder to pick up my dry cleaning
Participant16,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant16,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",did the Rockies win yesterday
Participant16,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",when is it going to rain
Participant16,Corpus3,C1,8,"""Hey Google, sing a song.""",I'm good
Participant16,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",I will get
Participant16,Corpus3,C1,10,"""Hey Google, start the school day""",Stop
Participant16,Corpus3,C1,11,"""Hey Google, hang up.""",-
Participant16,Corpus3,C1,12,"""Hey Google, help.""",they will get
Participant16,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",wake up everybody
Participant16,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",I'm good
Participant16,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",below freezing
Participant16,Corpus3,C1,16,"""Hey Google, stop the music.""",stop the music
Participant16,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",read me the bedtime story
Participant16,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add Hoppers to my shopping list
Participant16,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",what does an elephant sound like
Participant16,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Stop
Participant16,Corpus4,B1,1,"""Hey Google, stop the music.""",Stop the music
Participant16,Corpus4,B1,2,"""Hey Google, how many calories are in a Banana?""",how many calories
Participant16,Corpus4,B1,3,"""Hey Google, play some music.""",-
Participant16,Corpus4,B1,4,"""Hey Google, flip a coin.""",H3
Participant16,Corpus4,B1,5,"""Hey Google, what are my reminders for this week?""",who is
Participant16,Corpus4,B1,6,"""Hey Google, what's the temperature right now?""",what's the temperature right now
Participant16,Corpus4,B1,7,"""Hey Google, show me the backdoor camera.""",show me somebody.
Participant16,Corpus4,B1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",Set alarm for 3 p.m. tomorrow
Participant16,Corpus4,B1,9,"""Hey Google, when is it going to rain?""",what is a bronco
Participant16,Corpus4,B1,10,"""Hey Google, turn the living room lights to blue""",turn the light blue
Participant16,Corpus4,B1,11,"""Hey Google, snooze the alarm.""",-
Participant16,Corpus4,B1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google
Participant16,Corpus4,B1,13,"""Hey Google, stop.""",-
Participant16,Corpus4,B1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",remind me at 8 a.m. tomorrow
Participant16,Corpus4,B1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify
Participant16,Corpus4,B1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant16,Corpus4,B1,17,"""Hey Google, read Women and Power.""",have you been
Participant16,Corpus4,B1,18,"""Hey Google, when is Walmart open until?""",-
Participant16,Corpus4,B1,19,"""Hey Google, turn up the sound.""",turn off the phone
Participant16,Corpus4,B1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",have a good time 7.15
Participant16,Corpus5,D2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Set an alarm for 7:15 a.m. tomorrow morning
Participant16,Corpus5,D2,2,"""Hey Google, broadcast 'the football is about to start.""",have a good
Participant16,Corpus5,D2,3,"""Hey Google, flip a coin.""",-
Participant16,Corpus5,D2,4,"""Hey Google, spell artificial intelligence.""",-
Participant16,Corpus5,D2,5,"""Hey Google, how do you make ketchup?""",How do you make a
Participant16,Corpus5,D2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify
Participant16,Corpus5,D2,7,"""Hey Google, what are my reminders for this week?""",Google what are my reminders
Participant16,Corpus5,D2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",16 minutes
Participant16,Corpus5,D2,9,"""Hey Google, brighten the office lamp.""",Hulu
Participant16,Corpus5,D2,10,"""Hey Google, what does an elephant sound like?""",-
Participant16,Corpus5,D2,11,"""Hey Google, lock the front door.""",have you looked
Participant16,Corpus5,D2,12,"""Hey Google, read Women and Power.""",-
Participant16,Corpus5,D2,13,"""Hey Google, turn the living room lights to blue""",-
Participant16,Corpus5,D2,14,"""Hey Google, call my phone.""",Call my phone
Participant16,Corpus5,D2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",set a timer
Participant16,Corpus5,D2,16,"""Hey Google, play my Evening Jazz playlist.""",-
Participant16,Corpus5,D2,17,"""Hey Google, did the Liverpool win yesterday?""",-
Participant16,Corpus5,D2,18,"""Hey Google, sing a song.""",-
Participant16,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",-
Participant16,Corpus5,D2,20,"""Hey Google, pause the music.""",-
Participant16,Corpus6,A2,1,"""Hey Google, open the blinds.""",Open the blinds
Participant16,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",play some music on Spotify
Participant16,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",add apples to my shopping list
Participant16,Corpus6,A2,4,"""Hey Google, what does my day look like?""",what does my day look like
Participant16,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",call set the alarm for 7:40
Participant16,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",where is my first event tomorrow
Participant16,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",play by Lisa from Spotify
Participant16,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",set the timer for 10 minutes
Participant16,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",go to the nearest coffee shop
Participant16,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",set an alarm for 7.00 a.m. tomorrow morning
Participant16,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",set alarm for 8 a.m. tomorrow
Participant16,Corpus6,A2,12,"""Hey Google, stop the music.""",stop the music
Participant16,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week
Participant16,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",snooze the alarm
Participant16,Corpus6,A2,15,"""Hey Google, what is the time?""",what is the time
Participant16,Corpus6,A2,16,"""Hey Google, pause the music.""",who is the music
Participant16,Corpus6,A2,17,"""Hey Google, call My mom.""",call my mom
Participant16,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",what is traffic like on the way to work
Participant16,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",they might even just a this
Participant16,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",is my phone connected
Participant16,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Play some people
Participant16,Corpus7,C2,2,"""Hey Google, skip this track.""",UPS Store
Participant16,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",turn on the bedroom light
Participant16,Corpus7,C2,4,"""Hey Google, read Women and Power.""",woman in power
Participant16,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",go to the nearest coffee shop
Participant16,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",how do you solve this problem
Participant16,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",how much time is left on this apply
Participant16,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",Groove Theory
Participant16,Corpus7,C2,9,"""Hey Google, flip a coin.""",flip a coin
Participant16,Corpus7,C2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",set a timer for 30 minutes
Participant16,Corpus7,C2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",set the thermostat to 20 degrees
Participant16,Corpus7,C2,12,"""Hey Google, what is the time?""",what is the time
Participant16,Corpus7,C2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",remember the kitchen
Participant16,Corpus7,C2,14,"""Hey Google, when is Walmart open until?""",-
Participant16,Corpus7,C2,15,"""Hey Google, brighten the office lamp.""",brighten the fourth estate
Participant16,Corpus7,C2,16,"""Hey Google, hang up.""",have a good
Participant16,Corpus7,C2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",to pick
Participant16,Corpus7,C2,18,"""Hey Google, call my phone.""",call my phone
Participant16,Corpus7,C2,19,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner is ready
Participant16,Corpus7,C2,20,"""Hey Google, add apples to my shopping list.""",add eggs to my shopping list
Participant16,Corpus8,B2,1,"""Hey Google, help me relax.""",-
Participant16,Corpus8,B2,2,"""Hey Google, sing a song.""",Clear silicone
Participant16,Corpus8,B2,3,"""Hey Google, read a bedtime story.""",have a good story
Participant16,Corpus8,B2,4,"""Hey Google, raise the temperature three degrees.""",Resume
Participant16,Corpus8,B2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",7 8:50 tomorrow morning
Participant16,Corpus8,B2,6,"""Hey Google, do I have any alarms set?""",do I have any alarm set
Participant16,Corpus8,B2,7,"""Hey Google, play Money by LISA from Spotify.""",play money by Lil Durk on Spotify
Participant16,Corpus8,B2,8,"""Hey Google, skip to the next chapter.""",I ordered
Participant16,Corpus8,B2,9,"""Hey Google, are there any Italian restaurants around here?""",-
Participant16,Corpus8,B2,10,"""Hey Google, play some hip hop.""",Play some Pitbull
Participant16,Corpus8,B2,11,"""Hey Google, play some music.""",play some music
Participant16,Corpus8,B2,12,"""Hey Google, turn on all the switches.""",hey Google all switches
